URN,folioURN,imgURN,specimenURN,text,Contributer,Date
urn:cite:botcar:catesbyLabels.penOnPage232.1,urn:cite:fufolio:CatesbyHS212.060,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_060_0445,urn:cite:botcar:sloane.232,Pluck T. 339. f. 2. R.S.P. 131.28,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage417.1,urn:cite:fufolio:CatesbyHS212.015,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_015_0496,urn:cite:botcar:sloane.417,Pluck T. 339. f. 4 R. Suppl. D 46. 17,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage200.1,urn:cite:fufolio:CatesbyHS212.049,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_049_0461,urn:cite:botcar:sloane.200,Pluck T. 438.8 R.S. 639,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage85.1,urn:cite:fufolio:CatesbyHS212.027,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_027_0483,urn:cite:botcar:sloane.85,Pluck T. 442.f.2  R.S. 320,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage98.1,urn:cite:fufolio:CatesbyHS212.018,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_018_0492,urn:cite:botcar:sloane.98,Pr. S. 496 M. Serip,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage253.1,urn:cite:fufolio:CatesbyHS212.045,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_045_0454,urn:cite:botcar:sloane.253,R. H. 1344,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage89.1,urn:cite:fufolio:CatesbyHS212.047,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_047_0470,urn:cite:botcar:sloane.89,R. H. 1344,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage372.1,urn:cite:fufolio:CatesbyHS212.014,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_014_0498,urn:cite:botcar:sloane.372,R. H. 1681 & 1799,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage260.1,urn:cite:fufolio:CatesbyHS212.011,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_011_0500,urn:cite:botcar:sloane.260,R. H. 1702,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage391.1,urn:cite:fufolio:CatesbyHS212.005,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_005_0503,urn:cite:botcar:sloane.391,R. H. 1916,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage331.1,urn:cite:fufolio:CatesbyHS212.030,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_030_0486,urn:cite:botcar:sloane.331,R. S. 533,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage72.1,urn:cite:fufolio:CatesbyHS212.020,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_020_0490,urn:cite:botcar:sloane.72,R.H 1344.2 Pl. T. 76,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage76.1,urn:cite:fufolio:CatesbyHS212.023,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_023_0489,urn:cite:botcar:sloane.76,R.H. 1320,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage137.1,urn:cite:fufolio:CatesbyHS212.070,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_070_0443,urn:cite:botcar:sloane.137,R.H. 1426,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage243.1,urn:cite:fufolio:CatesbyHS212.079,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_079_0432,urn:cite:botcar:sloane.243,R.H. 1681.etc.,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage127.1,urn:cite:fufolio:CatesbyHS212.069,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_069_0438,urn:cite:botcar:sloane.127,R.H. 1695,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage188.1,urn:cite:fufolio:CatesbyHS212.064,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_064_0442,urn:cite:botcar:sloane.188,R.H. 1721,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage194.1,urn:cite:fufolio:CatesbyHS212.065,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_065_0441,urn:cite:botcar:sloane.194,R.H. 1721,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage431.1,urn:cite:fufolio:CatesbyHS212.061,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_061_0444,urn:cite:botcar:sloane.431,R.H. 1768 Bignonia etc.,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage262.1,urn:cite:fufolio:CatesbyHS212.013,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_013_0497,urn:cite:botcar:sloane.262,R.H. 1798,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage389.1,urn:cite:fufolio:CatesbyHS212.080,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_080_0431,urn:cite:botcar:sloane.389,R.H. 1798,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage68.1,urn:cite:fufolio:CatesbyHS212.077,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_077_0425,urn:cite:botcar:sloane.68,R.H. 1845.7,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage48.1,urn:cite:fufolio:CatesbyHS232.068,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_068_0589,urn:cite:botcar:sloane.48,R.H. 1904,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage8.1,urn:cite:fufolio:CatesbyHS232.014,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_014_0642,urn:cite:botcar:sloane.8,R.H. 1916,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage50.1,urn:cite:fufolio:CatesbyHS232.109,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_109_0550,urn:cite:botcar:sloane.50,R.H. 1926,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage182.1,urn:cite:fufolio:CatesbyHS232.048,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_048_0608,urn:cite:botcar:sloane.182,R.H. 1927,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage257.1,urn:cite:fufolio:CatesbyHS212.049,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_049_0461,urn:cite:botcar:sloane.257,R.H. 294,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage118.1,urn:cite:fufolio:CatesbyHS212.060,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_060_0445,urn:cite:botcar:sloane.118,R.H. 666,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage306.1,urn:cite:fufolio:CatesbyHS212.063,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_063_0451,urn:cite:botcar:sloane.306,R.H. 671,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage82.1,urn:cite:fufolio:CatesbyHS212.031,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_031_0474,urn:cite:botcar:sloane.82,R.H. 743,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage108.1,urn:cite:fufolio:CatesbyHS212.001,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_001_0507,urn:cite:botcar:sloane.108,R.H. 912.1,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage88.1,urn:cite:fufolio:CatesbyHS232.138,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_138_0517,urn:cite:botcar:sloane.88,R.H. 937,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage209.1,urn:cite:fufolio:CatesbyHS212.048,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_048_0462,urn:cite:botcar:sloane.209,R.H. S. 300,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage170.1,urn:cite:fufolio:CatesbyHS232.054,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_054_0603,urn:cite:botcar:sloane.170,R.H. S. 492,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage74.1,urn:cite:fufolio:CatesbyHS212.021,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_021_0485,urn:cite:botcar:sloane.74,R.H. S. 639 n; Pl. T. 438.4,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage179.1,urn:cite:fufolio:CatesbyHS232.042,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_042_0619,urn:cite:botcar:sloane.179,R.H.???,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage203.1,urn:cite:fufolio:CatesbyHS232.071,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_071_0587,urn:cite:botcar:sloane.203,R.H.S. 106,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage204.1,urn:cite:fufolio:CatesbyHS232.073,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_073_0585,urn:cite:botcar:sloane.204,R.H.S. 153,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage58.1,urn:cite:fufolio:CatesbyHS232.042,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_042_0619,urn:cite:botcar:sloane.58,R.H.S. 162,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage140.1,urn:cite:fufolio:CatesbyHS232.064,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_064_0594,urn:cite:botcar:sloane.140,R.H.S. 163,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage129.1,urn:cite:fufolio:CatesbyHS232.063,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_063_0593,urn:cite:botcar:sloane.129,R.H.S. 168,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage404.1,urn:cite:fufolio:CatesbyHS232.040,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_040_0621,urn:cite:botcar:sloane.404,R.H.S. 169,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage67.1,urn:cite:fufolio:CatesbyHS232.043,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_043_0615,urn:cite:botcar:sloane.67,R.H.S. 170,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage325.1,urn:cite:fufolio:CatesbyHS232.111,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_111_0542,urn:cite:botcar:sloane.325,R.H.S. 206,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage93.1,urn:cite:fufolio:CatesbyHS232.048,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_048_0608,urn:cite:botcar:sloane.93,R.H.S. 210,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage314.1,urn:cite:fufolio:CatesbyHS212.007,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_007_0504,urn:cite:botcar:sloane.314,R.H.S. 216,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage387.1,urn:cite:fufolio:CatesbyHS212.008,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_008_0506,urn:cite:botcar:sloane.387,R.H.S. 216,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage398.1,urn:cite:fufolio:CatesbyHS232.102,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_102_0556,urn:cite:botcar:sloane.398,R.H.S. 216,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage56.1,urn:cite:fufolio:CatesbyHS232.123,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_123_0537,urn:cite:botcar:sloane.56,R.H.S. 226,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage338.1,urn:cite:fufolio:CatesbyHS232.049,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_049_0609,urn:cite:botcar:sloane.338,R.H.S. 232,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage350.1,urn:cite:fufolio:CatesbyHS232.133,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_133_0524,urn:cite:botcar:sloane.350,R.H.S. 234,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage139.1,urn:cite:fufolio:CatesbyHS232.059,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_059_0598,urn:cite:botcar:sloane.139,R.H.S. 238,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage304.1,urn:cite:fufolio:CatesbyHS232.119,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_119_0538,urn:cite:botcar:sloane.304,R.H.S. 262,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage26.1,urn:cite:fufolio:CatesbyHS232.121,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_121_0535,urn:cite:botcar:sloane.26,R.H.S. 294,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage249.1,urn:cite:fufolio:CatesbyHS232.137,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_137_0519,urn:cite:botcar:sloane.249,R.H.S. 299,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage411.1,urn:cite:fufolio:CatesbyHS232.103,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_103_0552,urn:cite:botcar:sloane.411,R.H.S. 300,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage35.1,urn:cite:fufolio:CatesbyHS212.006,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_006_0499,urn:cite:botcar:sloane.35,R.H.S. 300.22,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage151.1,urn:cite:fufolio:CatesbyHS232.067,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_067_0591,urn:cite:botcar:sloane.151,R.H.S. 327,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage114.1,urn:cite:fufolio:CatesbyHS232.031,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_031_0630,urn:cite:botcar:sloane.114,R.H.S. 345,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage255.1,urn:cite:fufolio:CatesbyHS232.127,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_127_0530,urn:cite:botcar:sloane.255,R.H.S. 362,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage32.1,urn:cite:fufolio:CatesbyHS232.122,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_122_0536,urn:cite:botcar:sloane.32,R.H.S. 394,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage328.1,urn:cite:fufolio:CatesbyHS232.107,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_107_0547,urn:cite:botcar:sloane.328,R.H.S. 429,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage225.1,urn:cite:fufolio:CatesbyHS232.083,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_083_0572,urn:cite:botcar:sloane.225,R.H.S. 440,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage405.1,urn:cite:fufolio:CatesbyHS232.112,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_112_0543,urn:cite:botcar:sloane.405,R.H.S. 442,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage28.1,urn:cite:fufolio:CatesbyHS232.119,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_119_0538,urn:cite:botcar:sloane.28,R.H.S. 450,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage413.1,urn:cite:fufolio:CatesbyHS232.070,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_070_0586,urn:cite:botcar:sloane.413,R.H.S. 456,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage364.1,urn:cite:fufolio:CatesbyHS212.091,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_091_0414,urn:cite:botcar:sloane.364,R.H.S. 462,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage141.1,urn:cite:fufolio:CatesbyHS232.063,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_063_0593,urn:cite:botcar:sloane.141,R.H.S. 463,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage202.1,urn:cite:fufolio:CatesbyHS232.072,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_072_0584,urn:cite:botcar:sloane.202,R.H.S. 465,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage18.1,urn:cite:fufolio:CatesbyHS212.028,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_028_0482,urn:cite:botcar:sloane.18,R.H.S. 471,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage335.1,urn:cite:fufolio:CatesbyHS232.108,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_108_0549,urn:cite:botcar:sloane.335,R.H.S. 471,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage299.1,urn:cite:fufolio:CatesbyHS232.046,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_046_0612,urn:cite:botcar:sloane.299,R.H.S. 482,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage161.1,urn:cite:fufolio:CatesbyHS232.136,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_136_0522,urn:cite:botcar:sloane.161,R.H.S. 524,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage259.1,urn:cite:fufolio:CatesbyHS212.050,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_050_0469,urn:cite:botcar:sloane.259,R.H.S. 526,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage125.1,urn:cite:fufolio:CatesbyHS232.128,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_128_0527,urn:cite:botcar:sloane.125,R.H.S. 529,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage1.1,urn:cite:fufolio:CatesbyHS212.087,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_087_0417,urn:cite:botcar:sloane.1,R.H.S. 606.15,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage336.1,urn:cite:fufolio:CatesbyHS232.103,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_103_0552,urn:cite:botcar:sloane.336,R.H.S. 609,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage347.1,urn:cite:fufolio:CatesbyHS232.074,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_074_0580,urn:cite:botcar:sloane.347,R.H.S. 637,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage153.1,urn:cite:fufolio:CatesbyHS232.118,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_118_0534,urn:cite:botcar:sloane.153,R.H.S. 639,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage53.1,urn:cite:fufolio:CatesbyHS232.124,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_124_0531,urn:cite:botcar:sloane.53,R.H.S. 639,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage371.1,urn:cite:fufolio:CatesbyHS232.068,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_068_0589,urn:cite:botcar:sloane.371,R.H.S. 640,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage396.1,urn:cite:fufolio:CatesbyHS232.082,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_082_0575,urn:cite:botcar:sloane.396,R.H.S. 642,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage119.1,urn:cite:fufolio:CatesbyHS232.078,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_078_0576,urn:cite:botcar:sloane.119,R.H.S. 84,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage376.1,urn:cite:fufolio:CatesbyHS232.080,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_080_0577,urn:cite:botcar:sloane.376,R.H.S. A.4,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage222.1,urn:cite:fufolio:CatesbyHS232.086,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_086_0564,urn:cite:botcar:sloane.222,R.H.S. App. 242,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage150.1,urn:cite:fufolio:CatesbyHS232.041,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_041_0617,urn:cite:botcar:sloane.150,R.H.S. App. 4,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage242.1,urn:cite:fufolio:CatesbyHS232.065,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_065_0592,urn:cite:botcar:sloane.242,R.H.S. App. 4,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage166.1,urn:cite:fufolio:CatesbyHS232.101,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_101_0553,urn:cite:botcar:sloane.166,R.H.S. App. 4,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage164.1,urn:cite:fufolio:CatesbyHS232.104,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_104_0557,urn:cite:botcar:sloane.164,R.H.S. App. 4,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage289.1,urn:cite:fufolio:CatesbyHS232.105,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_105_0548,urn:cite:botcar:sloane.289,R.H.S.566,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage324.1,urn:cite:fufolio:CatesbyHS232.083,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_083_0572,urn:cite:botcar:sloane.324,R.H.S.A. 242,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage94.1,urn:cite:fufolio:CatesbyHS232.110,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_110_0551,urn:cite:botcar:sloane.94,R.H.S.A.246,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage21.1,urn:cite:fufolio:CatesbyHS232.036,urn:cite:fufolioimg:Caroliniana.Catesby_HS232_036_0622,urn:cite:botcar:sloane.21,R.H.S.P 7,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
urn:cite:botcar:catesbyLabels.penOnPage316.1,urn:cite:fufolio:CatesbyHS212.004,urn:cite:fufolioimg:Caroliniana.Catesby_HS212_004_0501,urn:cite:botcar:sloane.316,R.H.S.P. 001 R.H.S.D. 001,Christopher Blackwell cwblackwell@gmail.com,2013-03-05T21:52:27.190Z
